# Pinyin modern vocab supplement — generated by tools/scoring/build_pinyin_modern.py
# format: pinyin\tword\tfreq.  Consumed by pinyin-build-fst as overlay.
kuaidi	快递	65000
waimai	外卖	65000
banben	版本	60000
bihuan	闭环	60000
bingfa	并发	60000
buguo	不过	60000
bushu	部署	60000
ceshi	测试	60000
chajian	插件	60000
chendian	沉淀	60000
chuangye	创业	60000
dagongren	打工人	60000
daikuan	贷款	60000
daima	代码	60000
daka	打卡	60000
danshi	但是	60000
denglu	登录	60000
dengyixia	等一下	60000
diedai	迭代	60000
dingyue	订阅	60000
duijie	对接	60000
duiqi	对齐	60000
fangdai	房贷	60000
fankui	反馈	60000
feichang	非常	60000
fenzhi	分支	60000
fupan	复盘	60000
ganxie	感谢	60000
gaojing	告警	60000
genjin	跟进	60000
gongchengshi	工程师	60000
haode	好的	60000
hebing	合并	60000
houduan	后端	60000
huancun	缓存	60000
huibao	汇报	60000
huigun	回滚	60000
huiyuan	会员	60000
jiaban	加班	60000
jiagou	架构	60000
jiankong	监控	60000
jianshen	健身	60000
jiaofu	交付	60000
jiayou	加油	60000
jiekou	接口	60000
jijin	基金	60000
jincheng	进程	60000
jingdong	京东	60000
jinji	紧急	60000
jisi	急死	60000
kaifa	开发	60000
keshi	可是	60000
kuangjia	框架	60000
liaojie	了解	60000
licai	理财	60000
lijie	理解	60000
liuliang	流量	60000
lixi	利息	60000
luodi	落地	60000
mashang	马上	60000
meishi	没事	60000
meituan	美团	60000
meiwenti	没问题	60000
mima	密码	60000
mingbai	明白	60000
minjie	敏捷	60000
moxing	模型	60000
peizhi	配置	60000
pinduoduo	拼多多	60000
qianduan	前端	60000
rizhi	日志	60000
rumen	入门	60000
shangxian	上线	60000
shoudao	收到	60000
shouyi	收益	60000
shuchu	输出	60000
shujuku	数据库	60000
suanfa	算法	60000
suoyi	所以	60000
taobao	淘宝	60000
tebie	特别	60000
tiaoshi	调试	60000
tongbu	同步	60000
tongyi	同意	60000
wanghong	网红	60000
wangzhan	网站	60000
wuyu	无语	60000
xiancheng	线程	60000
xiexie	谢谢	60000
xingneng	性能	60000
xinyongka	信用卡	60000
yanfa	研发	60000
yibu	异步	60000
yilai	依赖	60000
yonghu	用户	60000
youhua	优化	60000
yuancheng	远程	60000
yuanma	源码	60000
yunwei	运维	60000
zaixian	在线	60000
zengzhang	增长	60000
zhibo	直播	60000
zhichi	支持	60000
zhifubao	支付宝	60000
